tweet_id,in_reply_to_status_id,in_reply_to_user_id,source,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,cleantext,corrected_numerator,corrected_denominator,timestampn,jpg_url,corrected_name,dog_stage,favorite_count,retweet_count
888804989199671297,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13.0,10,2017-07-22 16:56:37+00:00,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Zeke,,24985.0,4161.0
888554962724278272,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13.0,10,2017-07-22 00:23:06+00:00,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Ralphus,,19377.0,3439.0
888202515573088257,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.874739571039519e+17,4196983835.0,2017-07-19 00:47:34 +0000,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13.0,10,2017-07-21 01:02:36+00:00,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Canela,,,
888078434458587136,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12.0,10,2017-07-20 16:49:33+00:00,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,Gerald,,21268.0,3393.0
887705289381826560,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13.0,10,2017-07-19 16:06:48+00:00,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Jeffrey,,29510.0,5236.0
887517139158093824,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887517139158093824/video/1,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14.0,10,2017-07-19 03:39:09+00:00,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,roxy.thedoxy,,45222.0,11367.0
887473957103951883,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13.0,10,2017-07-19 00:47:34+00:00,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Canela,,67419.0,17659.0
887343217045368832,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13.0,10,2017-07-18 16:08:03+00:00,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,emmylouroo,,32916.0,10132.0
887101392804085760,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12.0,10,2017-07-18 00:07:08+00:00,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,None,,29879.0,5791.0
886983233522544640,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13.0,10,2017-07-17 16:17:36+00:00,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Maya,,34342.0,7552.0
886736880519319552,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",13.0,10,2017-07-16 23:58:41+00:00,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Mingus,,11788.0,3183.0
886680336477933568,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13.0,10,2017-07-16 20:14:00+00:00,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Derek,,21941.0,4337.0
886366144734445568,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12.0,10,2017-07-15 23:25:31+00:00,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,Roscoe,pupper,20717.0,3109.0
886258384151887873,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13.0,10,2017-07-15 16:17:19+00:00,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Waffles,,27366.0,6116.0
885984800019947520,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12.0,10,2017-07-14 22:10:11+00:00,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Jimbo,,31892.0,6577.0
885528943205470208,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13.0,10,2017-07-13 15:58:47+00:00,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Maisey,,35151.0,6245.0
885311592912609280,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.305833205850685e+17,4196983835.0,2017-02-12 01:04:29 +0000,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well ,13.0,10,2017-07-13 01:35:06+00:00,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Lilly,,0.0,18034.0
885167619883638784,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13.0,10,2017-07-12 16:03:00+00:00,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,None,,21420.0,4263.0
884925521741709313,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12.0,10,2017-07-12 00:01:00+00:00,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Earl,,75600.0,17746.0
884876753390489601,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13.0,10,2017-07-11 20:47:12+00:00,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Lola,,27281.0,5455.0
884562892145688576,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13.0,10,2017-07-11 00:00:02+00:00,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Kevin,,23743.0,4559.0
884441805382717440,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14.0,10,2017-07-10 15:58:53+00:00,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,itselizabethgales,,26398.0,5504.0
884162670584377345,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12.0,10,2017-07-09 21:29:42+00:00,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Yogi,doggo,19890.0,2897.0
883838122936631299,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12.0,10,2017-07-09 00:00:04+00:00,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Noah,,21407.0,3355.0
883482846933004288,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",5.0,10,2017-07-08 00:28:19+00:00,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Bella,,44880.0,9654.0
883360690899218434,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,10,2017-07-07 16:22:55+00:00,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Grizzwald,floofer,22174.0,3603.0
883117836046086144,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13.0,10,2017-07-07 00:17:54+00:00,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,None,,36331.0,6479.0
882992080364220416,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13.0,10,2017-07-06 15:58:11+00:00,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Rusty,,23414.0,3815.0
882762694511734784,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,10,2017-07-06 00:46:41+00:00,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Gus,pupper,27652.0,4771.0
882627270321602560,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13.0,10,2017-07-05 15:48:34+00:00,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Stanley,,27311.0,5927.0
882268110199369728,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13.0,10,2017-07-04 16:01:23+00:00,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Alfy,,43933.0,11282.0
882045870035918850,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13.0,10,2017-07-04 01:18:17+00:00,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Koko,,28692.0,4824.0
881906580714921986,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12.0,10,2017-07-03 16:04:48+00:00,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Rey,,23770.0,3307.0
881666595344535552,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13.0,10,2017-07-03 00:11:11+00:00,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Gary,,49461.0,10388.0
881536004380872706,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14.0,10,2017-07-02 15:32:16+00:00,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,puffie_the_chow,pupper,48316.0,15536.0
881268444196462592,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10,2017-07-01 21:49:04+00:00,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Elliot,,22580.0,5040.0
880935762899988482,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10,2017-06-30 23:47:07+00:00,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Louis,,16661.0,2711.0
880872448815771648,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10,2017-06-30 19:35:32+00:00,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,None,,20797.0,3729.0
880465832366813184,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10,2017-06-29 16:39:47+00:00,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Bella,,27896.0,6113.0
880221127280381952,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10,2017-06-29 00:27:25+00:00,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Jesse,,26432.0,4103.0
880095782870896641,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10,2017-06-28 16:09:20+00:00,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,,27009.0,4228.0
879862464715927552,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13.0,10,2017-06-28 00:42:13+00:00,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Romeo,,21849.0,3408.0
879492040517615616,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12.0,10,2017-06-27 00:10:17+00:00,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Bailey,,22915.0,3097.0
879415818425184262,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10,2017-06-26 19:07:24+00:00,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Duddles,,103501.0,43135.0
879376492567855104,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,2017-06-26 16:31:08+00:00,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Jack,,16421.0,3033.0
